"GEO_ID","NAME","H011I001","H011I002","H011I003","H011I004"
"id","Geographic Area Name","Population in occupied housing units","Population in occupied housing units!!Owned with a mortgage or a loan","Population in occupied housing units!!Owned free and clear","Population in occupied housing units!!Renter occupied"
"8710000US3614716","ZCTA5 14716, New York","2224","1093","548","583"
"8710000US3614717","ZCTA5 14717, New York","623","303","224","96"
"8710000US3614718","ZCTA5 14718, New York","1922","1038","587","297"
"8710000US3614719","ZCTA5 14719, New York","3420","1671","1278","471"
"8710000US3614720","ZCTA5 14720, New York","629","281","107","241"
"8710000US3614721","ZCTA5 14721, New York","225","131","65","29"
"8710000US3614722","ZCTA5 14722, New York","151","54","87","10"
"8710000US3614723","ZCTA5 14723, New York","1267","691","388","188"
"8710000US3614724","ZCTA5 14724, New York","2521","1412","727","382"
"8710000US3614726","ZCTA5 14726, New York","2126","916","871","339"
"8710000US3614727","ZCTA5 14727, New York","5276","2765","1596","915"
"8710000US3614728","ZCTA5 14728, New York","994","554","333","107"
"8710000US3614729","ZCTA5 14729, New York","934","504","285","145"
"8710000US3614731","ZCTA5 14731, New York","1523","754","480","289"
"8710000US3614732","ZCTA5 14732, New York","208","113","77","18"
"8710000US3614733","ZCTA5 14733, New York","3735","1734","962","1039"
"8710000US3614735","ZCTA5 14735, New York","2710","1306","807","597"
"8710000US3614736","ZCTA5 14736, New York","274","133","66","75"
"8710000US3614737","ZCTA5 14737, New York","4113","2139","1099","875"
"8710000US3614738","ZCTA5 14738, New York","3596","2006","991","599"
"8710000US3614739","ZCTA5 14739, New York","2814","1262","929","623"
"8710000US3614740","ZCTA5 14740, New York","1276","716","303","257"
"8710000US3614741","ZCTA5 14741, New York","1830","953","600","277"
"8710000US3614742","ZCTA5 14742, New York","179","109","50","20"
"8710000US3614743","ZCTA5 14743, New York","1749","911","597","241"
"8710000US3614744","ZCTA5 14744, New York","1004","520","267","217"
"8710000US3614747","ZCTA5 14747, New York","2247","1130","748","369"
"8710000US3614748","ZCTA5 14748, New York","545","204","211","130"
"8710000US3614750","ZCTA5 14750, New York","4240","2287","1042","911"
"8710000US3614752","ZCTA5 14752, New York","163","29","119","15"
"8710000US3614753","ZCTA5 14753, New York","1124","577","363","184"
"8710000US3614754","ZCTA5 14754, New York","660","358","225","77"
"8710000US3614755","ZCTA5 14755, New York","2685","1381","813","491"
"8710000US3614756","ZCTA5 14756, New York","109","36","40","33"
"8710000US3614757","ZCTA5 14757, New York","3140","1517","903","720"
"8710000US3614760","ZCTA5 14760, New York","17138","7292","4062","5784"
"8710000US3614767","ZCTA5 14767, New York","2051","1184","556","311"
"8710000US3614769","ZCTA5 14769, New York","882","472","254","156"
"8710000US3614770","ZCTA5 14770, New York","2900","1511","806","583"
"8710000US3614772","ZCTA5 14772, New York","4005","2004","1201","800"
"8710000US3614774","ZCTA5 14774, New York","151","80","28","43"
"8710000US3614775","ZCTA5 14775, New York","2471","1293","704","474"
"8710000US3614777","ZCTA5 14777, New York","654","384","200","70"
"8710000US3614778","ZCTA5 14778, New York","4","2","2","0"
"8710000US3614779","ZCTA5 14779, New York","5137","1720","1561","1856"
"8710000US3614781","ZCTA5 14781, New York","2178","1174","622","382"
"8710000US3614782","ZCTA5 14782, New York","2342","1269","689","384"
"8710000US3614783","ZCTA5 14783, New York","121","29","63","29"
"8710000US3614784","ZCTA5 14784, New York","1003","421","356","226"
"8710000US3614787","ZCTA5 14787, New York","4774","2524","1239","1011"
"8710000US3614788","ZCTA5 14788, New York","146","65","40","41"
"8710000US3614801","ZCTA5 14801, New York","5325","2610","1617","1098"
"8710000US3614802","ZCTA5 14802, New York","891","182","147","562"
"8710000US3614803","ZCTA5 14803, New York","1141","524","363","254"
"8710000US3614804","ZCTA5 14804, New York","1434","733","477","224"
"8710000US3614805","ZCTA5 14805, New York","1071","512","394","165"
"8710000US3614806","ZCTA5 14806, New York","2222","1093","710","419"
"8710000US3614807","ZCTA5 14807, New York","3009","1494","1034","481"
"8710000US3614808","ZCTA5 14808, New York","572","302","155","115"
"8710000US3614809","ZCTA5 14809, New York","2418","1165","778","475"
"8710000US3614810","ZCTA5 14810, New York","11117","4761","3099","3257"
"8710000US3614812","ZCTA5 14812, New York","3235","1758","972","505"
"8710000US3614813","ZCTA5 14813, New York","2350","1064","717","569"
"8710000US3614814","ZCTA5 14814, New York","1821","1069","440","312"
"8710000US3614815","ZCTA5 14815, New York","920","482","299","139"
"8710000US3614816","ZCTA5 14816, New York","505","328","134","43"
"8710000US3614817","ZCTA5 14817, New York","2214","1047","624","543"
"8710000US3614818","ZCTA5 14818, New York","1709","954","499","256"
"8710000US3614819","ZCTA5 14819, New York","700","255","297","148"
"8710000US3614820","ZCTA5 14820, New York","773","363","277","133"
"8710000US3614821","ZCTA5 14821, New York","3235","1699","1028","508"
"8710000US3614822","ZCTA5 14822, New York","1158","530","376","252"
"8710000US3614823","ZCTA5 14823, New York","3702","1747","1201","754"
"8710000US3614824","ZCTA5 14824, New York","650","294","202","154"
"8710000US3614825","ZCTA5 14825, New York","884","386","288","210"
"8710000US3614826","ZCTA5 14826, New York","2159","1139","667","353"
"8710000US3614827","ZCTA5 14827, New York","187","100","55","32"
"8710000US3614830","ZCTA5 14830, New York","18357","9244","3827","5286"
"8710000US3614836","ZCTA5 14836, New York","986","523","352","111"
"8710000US3614837","ZCTA5 14837, New York","5392","2648","1527","1217"
"8710000US3614838","ZCTA5 14838, New York","1899","1052","676","171"
"8710000US3614839","ZCTA5 14839, New York","781","373","286","122"
"8710000US3614840","ZCTA5 14840, New York","2988","1512","978","498"
"8710000US3614841","ZCTA5 14841, New York","891","449","325","117"
"8710000US3614842","ZCTA5 14842, New York","927","449","356","122"
"8710000US3614843","ZCTA5 14843, New York","12184","5226","3116","3842"
"8710000US3614845","ZCTA5 14845, New York","18753","10378","4646","3729"
"8710000US3614846","ZCTA5 14846, New York","777","387","244","146"
"8710000US3614847","ZCTA5 14847, New York","2290","1169","679","442"
"8710000US3614850","ZCTA5 14850, New York","41878","15814","6848","19216"
"8710000US3614853","ZCTA5 14853, New York","0","0","0","0"
"8710000US3614854","ZCTA5 14854, New York","31","19","6","6"
"8710000US3614855","ZCTA5 14855, New York","945","506","303","136"
"8710000US3614856","ZCTA5 14856, New York","212","88","45","79"
"8710000US3614858","ZCTA5 14858, New York","1571","821","515","235"
"8710000US3614859","ZCTA5 14859, New York","991","555","315","121"
"8710000US3614860","ZCTA5 14860, New York","1008","506","380","122"
"8710000US3614861","ZCTA5 14861, New York","1371","634","530","207"
"8710000US3614864","ZCTA5 14864, New York","1279","609","439","231"
"8710000US3614865","ZCTA5 14865, New York","2392","1019","655","718"
"8710000US3614867","ZCTA5 14867, New York","5306","2691","1378","1237"
"8710000US3614869","ZCTA5 14869, New York","1324","669","368","287"
"8710000US3614870","ZCTA5 14870, New York","8585","4445","2158","1982"
"8710000US3614871","ZCTA5 14871, New York","4452","2739","1250","463"
"8710000US3614872","ZCTA5 14872, New York","583","256","142","185"
"8710000US3614873","ZCTA5 14873, New York","2370","1157","791","422"
"8710000US3614874","ZCTA5 14874, New York","242","104","94","44"
"8710000US3614877","ZCTA5 14877, New York","398","145","157","96"
"8710000US3614878","ZCTA5 14878, New York","773","399","252","122"
"8710000US3614879","ZCTA5 14879, New York","2346","1137","728","481"
"8710000US3614880","ZCTA5 14880, New York","1621","791","556","274"
"8710000US3614881","ZCTA5 14881, New York","179","81","32","66"
"8710000US3614882","ZCTA5 14882, New York","3471","1892","816","763"
"8710000US3614883","ZCTA5 14883, New York","3955","2166","958","831"
"8710000US3614884","ZCTA5 14884, New York","266","125","100","41"
"8710000US3614885","ZCTA5 14885, New York","870","524","246","100"
"8710000US3614886","ZCTA5 14886, New York","6455","3534","1749","1172"
"8710000US3614889","ZCTA5 14889, New York","1534","691","497","346"
"8710000US3614891","ZCTA5 14891, New York","3978","1815","1060","1103"
"8710000US3614892","ZCTA5 14892, New York","7723","3684","1767","2272"
"8710000US3614893","ZCTA5 14893, New York","6","4","2","0"
"8710000US3614894","ZCTA5 14894, New York","1396","728","492","176"
"8710000US3614895","ZCTA5 14895, New York","9155","3983","2581","2591"
"8710000US3614897","ZCTA5 14897, New York","972","468","338","166"
"8710000US3614898","ZCTA5 14898, New York","1692","922","505","265"
"8710000US3614901","ZCTA5 14901, New York","10795","3833","1969","4993"
"8710000US3614903","ZCTA5 14903, New York","7201","3745","1401","2055"
"8710000US3614904","ZCTA5 14904, New York","14557","6444","2831","5282"
"8710000US3614905","ZCTA5 14905, New York","8110","4353","1660","2097"
